"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2394655,"female","$20K-$29,999","South","white","one parent, female, at least one child under 18 years old",0.2573,"4 million+","apartment or flat",830,1524,120,300,0,0,0
2394665,"male","$70K+","Midwest","white","Husband and wife only",0.9017,"125-329 thousand","single family detached",1690,2381,0,1332,0,360,0
2394674,"female","<$5K","South","white","Husband and wife only",NA,"4 million+","single family detached",1385,2207,63,4100,502.2,668,0
2394682,"female","$5K-$9,999","South","black","single person",0.0842,"4 million+","row or townhouse inner unit",624,2339,234,745,804,0,0
2394703,"female","<$5K","West","black","one parent, female, at least one child under 18 years old",0.0236,"1.2-4 million","3-plex or 4-plex",1092,2681,380,360,0,0,0
2394744,"male","$70K+","Midwest","native american","single person",NA,"4 million+","single family detached",1937,5130,0,1202,580,721,0
2394825,"female","$70K+","Northeast","white","single person",0.9321,"4 million+","high-rise",1175,14245,320,2690,962,1244,0
2394852,"female","$50K-$69,999","South","multi-race","single person",0.5837,"less than 125 thousand","single family detached",2060,2609,14,570,247,323,0
2394873,"male","$30K-$39,999","South","white","other household",0.3775,"125-329 thousand","single family detached",3640,2405,560,2353,0,180,0
2394964,"male","$20K-$29,999","Midwest","white","Husband and wife only",0.2997,"125-329 thousand","single family detached",1085,2292,0,1142,0,30,600
2394985,"male","$30K-$39,999","South","white","H/W, own children only, oldest child 6-17 years old",0.355,"4 million+","single family detached",1430,3655.5,0,2035,1258,230,0
2395002,"female","$40K-$49,999","South","black","one parent, female, at least one child under 18 years old",0.4762,"4 million+","3-plex or 4-plex",2430,4034,544,1161,1270,202,0
2395013,"male","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.8223,"1.2-4 million","row or townhouse inner unit",1865,7723,240,4604,119,433,0
2395074,"female","$20K-$29,999",NA,"white","other household",0.0372,NA,"single family detached",660,2001,25,304,815.2,450,0
2395123,"female","$20K-$29,999","West","white","one parent, female, at least one child under 18 years old",0.2949,"125-329 thousand","garden",1105,2136,60,60,0,159,0
2395135,"female","$30K-$39,999","West","white","H/W, own children only, oldest child over 17 years old",0.3628,"1.2-4 million","mobile home or trailer",2438,3509,684,1200,800,798,452
2395142,"male","$15K-$19,999","South","white","Husband and wife only",NA,"less than 125 thousand","single family detached",1352,380,0,1022,1135.4,180,0
2395313,"male","$70K+","West","white","Husband and wife only",0.3104,"125-329 thousand","single family detached",3442,3684,407,3166,2738.4,877,0
2395344,"female","$20K-$29,999","West","white","Husband and wife only",NA,"4 million+","single family detached",2093,3388,0,652,1544.4,225,0
2395355,"female","<$5K","Northeast","white","one parent, female, at least one child under 18 years old",0.0076,"4 million+","apartment or flat",1742,2586,600,150,0,450,0
2395372,"male","$15K-$19,999","Northeast","white","single person",0.1905,"125-329 thousand","duplex",1820,1827,120,1505,0,200,0
2395483,"female","$50K-$69,999","South","white","other household",0.3618,"1.2-4 million","3-plex or 4-plex",2576,3715,350,3841,746.2,1781,77
2395504,"male","$50K-$69,999","Northeast","asian","single person",NA,"125-329 thousand","apartment or flat",2210,2266,60,1922,0,23,0
2395505,"male","$15K-$19,999","Northeast","asian","single person",0.191,"125-329 thousand","apartment or flat",1560,2369,56,150,0,35,0
2395522,"male","$70K+","Northeast","white","other household",0.7107,"4 million+","single family detached",1980,5040,48,797,844.4,538,0
2395613,"female","$70K+","Midwest","white","Husband and wife only",0.6729,"less than 125 thousand","single family detached",1986,4211.75,0,955,360,707,2550
2395675,"female","$70K+","West","white","Other H/W household",0.8199,"1.2-4 million","row or townhouse inner unit",1740,6502.75,184,17445,1733,946,0
2395694,"female","$70K+","South","black","Husband and wife only",0.8707,".33-1.19 million","single family detached",2041,4328,509,2163,640,465,0
2395702,"male","$40K-$49,999","West","asian","H/W, own children only, oldest child under 6 years old",0.5337,"1.2-4 million","single family detached",2421,2956.5,400,1495,840,278,0
2395793,"male","$50K-$69,999","Midwest","white","Husband and wife only",0.3776,"less than 125 thousand","single family detached",3805,2573,336,4559,1429.4,1058,0
2395794,"male","$40K-$49,999","Midwest","white","Husband and wife only",0.378,"less than 125 thousand","single family detached",4330,2669,550,13043,1671.4,2005,0
2395795,"male","$50K-$69,999","Midwest","white","Husband and wife only",0.6446,"less than 125 thousand","single family detached",3502,2491,93,1841,1076.4,1677,0
2395852,"male","$70K+","South","white","single person",0.779,"1.2-4 million","single family detached",1690,5131,60,560,300,240,0
2395914,"male","$20K-$29,999","Midwest","white","H/W, own children only, oldest child 6-17 years old",NA,"less than 125 thousand","single family detached",3778,2062,355,1514,0,42,120
2396003,"female","$10K-$14,999","Northeast","white","other household",0.1597,"1.2-4 million","apartment or flat",1625,1817,105,0,454.2,8,0
2396005,"female","$10K-$14,999","Northeast","white","other household",0.1306,"1.2-4 million","apartment or flat",1495,1275,0,0,316.7,0,0
2396112,"female","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.9905,"4 million+","single family detached",3970,8836.5,1100,2726,2612,2097,0
2396143,"male","$40K-$49,999","Northeast","white","Husband and wife only",0.4916,"125-329 thousand","row or townhouse inner unit",2860,606,240,3171,2092.2,614,0
2396144,"male","$40K-$49,999","Northeast","white","Husband and wife only",0.4843,"125-329 thousand","row or townhouse inner unit",1495,1115,300,701,3100.2,1128,0
2396202,"female","$15K-$19,999","West","multi-race","H/W, own children only, oldest child 6-17 years old",0.2071,"125-329 thousand","single family detached",1625,2400,0,1464,0,0,0
2396235,"male","$15K-$19,999","West","white","single person",0.1848,"1.2-4 million","single family detached",650,2901,0,348,25,69,0
2396303,"male","$20K-$29,999","South","white","Other H/W household",0.3402,"1.2-4 million","single family detached",4040,2385,107,1993,289.2,122,0
2396362,"male","$20K-$29,999","South","white","single person",0.2848,"4 million+","single family detached",1560,4613,93,862,1904.2,1279,0
2396364,"male","$20K-$29,999","South","white","single person",0.2791,"4 million+","single family detached",1690,6930,20,18782,363.2,694,0
2396425,"female","$50K-$69,999","West","asian","Husband and wife only",NA,".33-1.19 million","single family detached",1690,5356,45,2375,645,545,0
2396513,"male","$20K-$29,999","West","white","single person",0.3451,"1.2-4 million","duplex",1415,1808,307,2050,275,100,0
2396514,"male","$20K-$29,999","West","white","single person",0.3468,"1.2-4 million","duplex",1495,2451,219,1349,300,56,1200
2396552,"male","$70K+","Midwest","asian","H/W, own children only, oldest child 6-17 years old",0.9706,"1.2-4 million","single family detached",4152,17537,530,1035,763,2735,630
2396565,"female","$70K+","South","white","H/W, own children only, oldest child under 6 years old",0.8249,"less than 125 thousand","single family detached",3061,4865.75,259,33656,600,2732,0
2396683,"female","$70K+","South","black","H/W, own children only, oldest child over 17 years old",NA,"less than 125 thousand","single family detached",2535,2198,201,1358,65,1051,0
2396684,"female","$50K-$69,999","South","black","H/W, own children only, oldest child over 17 years old",NA,"less than 125 thousand","single family detached",2340,3361,0,1085,135,570,0
2396712,"male","$70K+","South","white","Husband and wife only",NA,".33-1.19 million","single family detached",2665,1964,290,1266,780,477,0
2396765,"female","$70K+","South","white","other household",0.7078,".33-1.19 million","single family detached",1950,3203,317,1689,645,746,0
2396772,"male","$70K+","West","white","H/W, own children only, oldest child 6-17 years old",0.9478,"1.2-4 million","single family detached",2340,6404,525,670,1376,592,0
2396783,"female","$50K-$69,999","Northeast","white","other household",0.651,"125-329 thousand","single family detached",1450,2868,0,2560,2444.2,190,0
2396854,"female","$10K-$14,999","South","white","single person",0.1629,"less than 125 thousand","mobile home or trailer",520,1417,214,405,0,0,0
2396922,"male","<$5K","Northeast","black","single person",0.0055,"4 million+","apartment or flat",1746,1707,100,1173,289.2,1085,0
2396935,"female","$20K-$29,999","West","white","one parent, female, at least one child under 18 years old",0.2502,"4 million+","duplex",2700,2475,830,1695,140,655,0
2397003,"male","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.8894,"1.2-4 million","single family detached",4200,7683,0,1423,300,1035,0
2397154,"female","$50K-$69,999","South","white","Other H/W household",0.6028,".33-1.19 million","row or townhouse inner unit",4020,3293,500,2414,1520,653,0
2397162,"female","$30K-$39,999","West","white","other household",0.4513,"less than 125 thousand","single family detached",1400,2711,148,3117,822,1418,0
2397203,"male","$50K-$69,999","Midwest","white","H/W, own children only, oldest child under 6 years old",0.6507,"1.2-4 million","single family detached",2365,3550,133,765,726,51,313
2397242,"male","$70K+","West","white","Other H/W household",0.9757,"1.2-4 million","single family detached",2435,3870,810,2220,4200,717,4160
2397245,"male","$70K+","West","white","Other H/W household",NA,"1.2-4 million","single family detached",2875,7186,1197,1140,5750.7,2754,2555
2397323,"male","$50K-$69,999","Northeast","white","single person",0.6434,"4 million+","single family detached",1625,1442,101,1871,564,390,0
2397344,"female","$70K+","Northeast","white","H/W, own children only, oldest child under 6 years old",0.7104,"125-329 thousand","single family detached",1031,8827,548,3433,1190,1129,0
2397355,"male","<$5K","Midwest","white","single person",0.0449,"less than 125 thousand","dormitory",195,3,0,135,360,29,100
2397382,"female","$10K-$14,999","Midwest","white","single person",0.1368,"1.2-4 million","single family detached",1560,1944,0,480,877.2,75,0
2397425,"male","$70K+","Northeast","white","H/W, own children only, oldest child over 17 years old",0.9677,"4 million+","single family detached",4641,5595,5483,3182,595,5776,1500
2397474,"female","<$5K","West","white","single person",0.0014,"4 million+","single family detached",1625,1631,106,829,569.2,436,0
2397502,"female","$20K-$29,999","South","black","other household",NA,"less than 125 thousand","single family detached",1469,848.5,0,739,0,204,0
2397633,"female","$70K+","Northeast","white","H/W, own children only, oldest child over 17 years old",0.6949,"4 million+","single family detached",910,3576,0,891,973.2,335,0
2397645,"female","$70K+","West","white","single person",0.9834,"125-329 thousand","single family detached",1700,7249,550,25235,1000,848,0
2397672,"female","$20K-$29,999","Midwest","white","one parent, female, at least one child under 18 years old",0.2771,"less than 125 thousand","single family detached",650,1094.25,169,458,30,228,0
2397714,"male","$70K+","West","white","Husband and wife only",0.9931,"1.2-4 million","single family detached",2653,6112,505,1545,1812,2326,0
2397733,"female","$30K-$39,999","Northeast","white","single person",0.3977,"1.2-4 million","single family detached",1651,3159,95,765,721.2,256,0
2397772,"male","$70K+","South","asian","H/W, own children only, oldest child under 6 years old",0.971,"4 million+","apartment or flat",2470,9103,0,1956,860,105,0
2397775,"male","$70K+","South","asian","H/W, own children only, oldest child under 6 years old",0.9466,"4 million+","apartment or flat",6500,7935,851,2337,0,0,0
2397933,"female","$30K-$39,999","South","white","single person",0.4202,"125-329 thousand","mobile home or trailer",416,1759.75,0,934,342,210,0
2398052,"female","$30K-$39,999","South","black","H/W, own children only, oldest child under 6 years old",NA,"1.2-4 million","apartment or flat",650,3075,0,750,0,210,0
2398054,"female","$20K-$29,999","South","black","H/W, own children only, oldest child under 6 years old",NA,"1.2-4 million","apartment or flat",1235,3267,0,330,0,210,0
2398105,"female","$30K-$39,999","South","white","single person",0.3814,"4 million+","single family detached",1300,8162,694,906,1351.7,1528,0
2398173,"female","$50K-$69,999","South","white","one parent, female, at least one child under 18 years old",0.6604,"125-329 thousand","mobile home or trailer",1349,2600.5,76,1096,1123,617,105
